#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kf7 14A 6 even-skipped Kruppel hunchback
627 38.49 81.26 103.71 36.65 106.66
628 38.32 12.07 67.35 24.47 132.29
629 38.60 23.66 80.83 29.24 161.57
630 38.58 65.40 198.54 37.14 141.88
631 38.68 56.51 192.00 34.54 164.31
632 38.85 63.08 196.58 40.28 155.81
633 38.75 60.76 202.31 39.45 161.30
634 38.90 32.62 141.24 38.19 173.17
635 38.90 50.04 211.60 39.42 165.93
636 38.93 76.64 146.69 40.94 120.57
637 39.13 91.89 39.11 39.75 49.01
638 39.04 30.19 153.12 38.04 178.67
639 38.95 40.31 173.59 42.57 180.56
640 39.01 89.25 62.26 39.72 76.01
641 38.90 18.74 96.23 29.48 161.43
642 39.11 13.47 96.01 29.77 153.53
643 39.10 69.75 180.10 42.17 145.95
644 39.07 58.48 215.72 42.38 177.22
645 39.23 79.07 98.77 41.91 112.55
646 39.09 84.19 68.06 41.81 96.82
647 39.27 25.75 134.06 34.21 181.09
648 39.23 52.33 209.15 42.74 163.50
649 39.31 93.77 18.36 31.58 20.87
650 39.33 74.13 151.07 40.98 128.91
651 39.43 21.42 140.50 33.08 173.36
652 39.35 67.45 168.15 51.00 166.92
653 39.51 27.89 172.97 39.17 182.07
654 39.40 37.08 179.48 45.96 173.81
655 39.54 42.76 173.65 41.33 177.74
656 39.55 54.81 200.73 46.54 177.09
657 39.54 48.16 223.88 47.08 173.44
658 39.71 86.82 48.06 45.93 81.62
659 39.61 45.46 190.72 43.00 180.76
660 39.39 18.98 101.92 29.62 154.15
661 39.72 65.34 153.61 54.44 174.84
662 39.83 81.87 65.87 44.49 98.56
663 39.82 16.49 122.63 34.62 168.80
664 39.81 34.26 183.68 42.27 176.26
665 39.87 61.74 170.40 50.82 182.80
666 39.91 10.43 100.13 29.22 149.34
667 39.92 71.60 129.44 53.36 140.60
668 40.05 23.85 139.12 40.55 184.94
669 40.08 57.09 192.73 58.58 180.48
670 40.01 59.55 181.19 55.23 182.59
671 40.08 31.21 175.77 51.66 199.67
672 40.00 39.89 189.64 48.63 177.58
673 40.25 76.93 76.40 52.29 109.35
674 40.27 50.16 202.17 53.81 177.26
675 40.39 19.26 146.94 42.89 185.33
676 40.39 63.62 150.67 64.75 187.95
677 40.25 89.82 35.60 49.08 59.68
678 40.28 68.46 128.94 65.53 172.09
679 40.34 13.37 128.38 40.04 173.41
680 40.31 52.65 192.40 59.91 201.54
681 40.51 79.49 53.55 55.77 100.84
682 40.53 84.39 42.53 54.73 88.95
683 40.37 74.22 87.16 58.49 136.36
684 40.43 37.46 198.30 52.56 187.95
685 40.42 47.24 199.21 57.78 185.79
686 40.71 26.01 142.12 56.44 208.14
687 40.54 28.69 162.12 53.99 193.71
688 40.87 7.73 84.55 34.31 94.71
689 40.60 93.35 18.56 44.28 25.59
690 40.66 91.77 20.69 51.38 24.05
691 40.76 21.81 151.90 51.19 205.53
692 40.68 42.11 190.95 55.46 192.00
693 40.74 44.65 189.90 55.53 184.17
694 40.77 54.99 181.40 70.56 191.09
695 40.91 35.13 185.41 62.98 203.93
696 40.89 32.68 171.83 61.60 200.44
697 40.88 65.84 113.02 78.92 172.74
698 40.92 70.27 93.79 79.78 163.33
699 41.04 87.32 37.26 63.01 72.15
700 41.07 15.59 114.50 47.73 175.67
701 41.07 61.54 140.58 77.44 196.84
702 41.08 59.32 158.18 76.57 193.84
703 41.20 39.52 197.02 59.52 179.39
704 41.25 72.64 68.94 76.47 138.16
705 41.25 81.68 43.89 65.02 86.71
706 41.24 11.33 110.40 43.66 164.34
707 41.29 57.22 136.56 76.32 201.27
708 41.37 30.24 149.64 69.82 207.33
709 41.51 90.40 31.35 66.01 51.94
710 41.35 52.95 153.92 75.92 196.39
711 41.41 75.38 60.91 79.41 117.60
712 41.59 23.69 123.88 68.64 202.65
713 41.28 47.92 177.16 77.51 201.60
714 41.42 50.38 172.30 74.41 197.51
715 41.62 18.24 124.74 60.44 196.94
716 41.49 67.99 77.75 84.15 160.60
717 41.57 37.06 172.99 77.16 203.19
718 41.64 78.41 48.12 75.60 91.45
719 41.71 27.78 124.96 79.46 210.62
720 41.67 63.57 94.65 99.91 195.64
721 41.84 43.52 166.90 74.34 194.75
722 41.85 45.93 151.37 83.83 198.65
723 41.92 21.03 101.81 69.76 187.39
724 41.94 92.98 25.65 61.97 29.42
725 41.97 41.22 162.14 80.57 192.23
726 41.87 84.47 35.10 65.85 65.91
727 42.00 33.87 143.41 80.52 200.49
728 41.91 55.51 112.94 95.14 202.86
729 42.16 14.17 92.49 58.12 181.74
730 42.25 87.42 31.69 68.34 45.87
731 42.08 9.08 82.99 55.38 147.05
732 42.12 25.70 106.63 87.55 206.20
733 42.08 65.83 71.40 104.10 154.09
734 42.08 70.53 58.78 99.67 129.74
735 42.27 31.67 117.99 89.79 199.42
736 42.13 58.72 92.20 101.44 183.47
737 42.22 61.20 83.60 104.88 202.09
738 42.32 48.40 142.63 90.34 201.13
739 42.29 51.92 112.04 91.19 187.83
740 42.58 6.53 57.46 55.82 86.93
741 42.39 38.67 132.38 94.23 208.26
742 42.40 72.97 50.26 100.59 109.73
743 42.46 75.82 46.38 91.18 90.88
744 42.66 35.78 110.14 95.27 199.51
745 42.47 81.42 39.15 83.06 71.26
746 42.65 29.23 92.44 100.86 196.56
747 42.74 11.75 64.01 66.94 159.24
748 42.72 16.79 80.25 77.71 189.98
749 42.71 54.22 89.77 115.44 181.77
750 42.64 68.27 54.74 114.93 120.44
751 42.58 95.96 12.59 39.69 4.69
752 42.89 56.86 72.44 117.57 187.89
753 43.02 19.26 64.76 94.98 186.17
754 42.95 50.18 97.86 114.03 185.30
755 42.84 63.72 62.35 125.46 171.02
756 42.93 44.60 101.36 115.98 188.94
757 42.84 78.70 38.61 82.87 76.26
758 42.70 89.20 37.24 65.21 35.42
759 43.05 24.16 68.95 107.05 188.94
760 43.01 42.28 120.22 115.82 190.62
761 43.01 46.84 108.81 116.49 198.17
762 43.02 94.69 21.36 46.71 9.34
763 43.18 21.73 60.58 108.50 185.40
764 43.07 83.86 45.29 85.85 57.05
765 43.12 92.12 47.61 66.04 27.17
766 43.23 26.82 66.33 121.45 181.22
767 43.21 59.13 66.81 134.99 169.73
768 43.28 33.51 72.74 118.85 187.33
769 43.31 39.94 111.70 124.34 190.56
770 43.21 66.01 61.00 136.15 137.35
771 43.30 61.33 59.26 145.52 175.49
772 43.31 70.69 61.76 127.64 105.52
773 43.53 8.85 48.96 79.50 134.38
774 43.42 73.57 59.87 120.90 93.40
775 43.43 37.52 91.78 132.63 197.32
776 43.54 31.25 66.36 132.62 180.25
777 43.64 76.20 56.13 111.63 69.11
778 43.29 85.67 41.77 78.14 36.57
779 43.51 87.75 60.05 80.86 48.68
780 43.65 14.54 53.74 100.29 165.05
781 43.49 52.33 71.62 141.34 177.41
782 44.00 90.04 106.61 68.83 29.00
783 43.75 48.68 73.17 141.70 172.91
784 43.64 81.17 70.30 98.01 49.96
785 43.76 55.05 59.96 152.88 170.06
786 43.82 68.04 59.11 143.82 101.88
787 43.91 28.81 52.11 145.19 169.16
788 44.12 17.16 43.30 115.08 152.46
789 44.01 35.42 61.89 146.52 170.70
790 44.07 43.92 60.02 143.13 175.78
791 43.99 46.26 59.61 141.66 177.92
792 44.02 62.82 56.58 150.62 123.24
793 44.06 78.80 63.60 100.07 56.97
794 44.10 11.83 42.20 106.05 150.72
795 44.11 57.55 58.88 162.88 157.33
796 44.18 85.65 85.31 91.28 42.78
797 44.15 41.50 65.01 165.82 177.91
798 44.23 65.29 65.38 149.25 117.32
799 44.28 22.62 44.61 155.98 159.84
800 44.31 25.26 42.29 152.97 137.10
801 44.34 19.75 40.82 137.32 146.93
802 44.31 50.74 58.69 160.06 162.96
803 44.36 71.79 113.41 131.48 72.88
804 44.43 83.24 112.79 89.01 36.09
805 44.32 60.13 58.35 162.94 133.32
806 44.23 81.66 89.87 102.56 42.35
807 44.58 92.94 87.12 61.52 14.86
808 44.38 38.46 58.49 154.24 160.91
809 44.56 33.20 52.29 161.36 149.60
810 44.63 69.67 97.61 144.06 81.00
811 44.56 53.16 56.96 167.40 139.23
812 44.81 73.89 144.66 118.56 53.48
813 44.68 30.60 55.30 155.20 132.84
814 44.90 27.53 49.64 173.02 117.51
815 44.85 76.57 145.00 112.73 47.68
816 44.93 9.04 32.65 111.98 99.48
817 44.84 48.63 56.85 165.14 133.03
818 44.79 55.71 54.69 162.69 135.16
819 44.81 87.49 131.75 76.16 27.00
820 45.04 15.17 36.26 132.29 112.03
821 44.96 67.40 99.53 155.86 90.47
822 45.01 63.31 85.63 177.17 105.87
823 45.00 35.88 50.50 173.84 133.26
824 45.13 40.80 55.29 181.38 146.87
825 44.99 45.97 54.44 166.40 132.82
826 45.18 79.82 177.57 99.09 38.22
827 45.17 5.97 22.93 102.60 54.63
828 45.16 43.29 52.70 177.39 132.08
829 45.24 58.23 72.38 176.94 111.20
830 45.22 60.95 84.25 178.77 103.26
831 45.29 12.20 35.19 134.27 110.98
832 45.40 23.58 52.97 188.24 113.85
833 45.45 20.78 41.79 167.24 108.34
834 45.45 90.41 142.66 75.80 21.02
835 45.47 17.95 38.96 151.03 101.70
836 45.40 51.12 66.04 183.20 116.76
837 45.62 85.09 168.73 86.48 26.35
838 45.46 38.32 60.71 198.27 124.61
839 45.55 65.21 110.16 170.30 83.63
840 45.61 25.75 57.68 188.00 101.99
841 45.65 82.25 161.34 101.25 31.05
842 45.57 53.46 68.28 184.07 115.38
843 45.66 29.54 65.06 182.40 96.85
844 45.67 31.97 71.32 193.41 103.41
845 45.45 88.14 145.49 87.31 22.86
846 45.70 72.00 170.79 133.48 46.03
847 45.83 34.16 68.84 197.13 100.58
848 45.79 47.59 81.23 187.25 108.22
849 45.79 69.62 166.74 144.89 56.02
850 45.83 55.87 76.11 180.33 98.18
851 45.95 75.12 184.54 123.32 38.89
852 46.01 77.67 195.46 116.40 34.08
853 46.00 45.03 68.86 194.90 99.44
854 46.23 92.69 107.03 71.32 11.94
855 46.13 36.48 85.54 207.39 100.08
856 46.30 8.05 49.53 141.44 69.83
857 46.10 39.88 89.83 206.34 93.05
858 46.25 49.45 135.70 193.58 91.95
859 46.07 59.71 142.40 192.75 78.64
860 46.14 62.53 159.55 177.32 69.08
861 46.16 67.13 172.28 166.89 62.09
862 46.26 14.43 46.73 158.88 80.75
863 46.27 42.59 68.34 197.52 79.41
864 46.28 10.12 46.25 139.82 64.46
865 46.38 5.60 48.47 128.37 35.73
866 46.39 27.52 90.19 200.11 81.47
867 46.45 22.30 89.33 183.34 78.93
868 46.24 87.43 157.91 82.14 24.31
869 46.58 16.87 69.44 175.87 73.94
870 46.54 12.00 50.45 146.99 68.49
871 46.54 80.64 194.46 105.57 24.85
872 46.69 19.66 99.23 181.10 62.72
873 46.67 51.47 145.62 189.36 77.12
874 46.68 57.70 195.70 184.28 66.53
875 46.76 73.44 210.78 129.41 30.78
876 46.66 53.58 151.22 196.34 79.24
877 46.78 25.01 121.36 195.75 67.74
878 46.77 64.81 188.26 171.93 48.82
879 46.84 90.02 142.38 86.65 17.22
880 46.78 29.93 140.02 212.68 76.09
881 46.89 68.93 221.02 148.96 38.53
882 46.80 86.82 147.86 79.81 16.83
883 46.87 32.21 176.36 198.58 67.24
884 47.02 71.18 206.99 138.72 32.13
885 46.85 47.11 160.19 201.10 75.57
886 46.85 55.55 173.95 201.81 71.81
887 46.95 83.66 150.14 87.40 18.77
888 47.06 37.66 178.94 201.68 59.41
889 47.00 34.81 172.56 207.33 63.59
890 46.98 40.51 163.39 211.55 67.91
891 47.00 60.66 211.23 179.57 48.83
892 47.05 44.87 183.99 211.44 76.62
893 47.13 94.95 36.95 56.69 4.01
894 47.18 78.33 197.94 112.41 24.12
895 47.33 75.76 193.09 123.68 24.83
896 47.42 62.91 219.34 177.77 42.59
897 47.46 67.01 206.62 158.60 35.20
898 47.47 12.89 108.05 176.50 58.51
899 47.42 49.12 206.59 201.86 60.57
900 47.57 42.31 220.78 206.84 59.16
901 47.49 27.89 189.55 204.43 55.34
902 47.54 5.92 93.73 132.53 26.30
903 47.76 10.10 110.29 153.52 39.62
904 47.77 15.21 145.01 181.91 42.25
905 47.54 22.97 162.03 205.11 54.74
906 47.67 92.01 75.47 83.01 11.15
907 47.72 17.90 157.79 190.38 50.15
908 47.75 58.89 228.08 178.89 39.42
909 47.59 94.11 40.41 63.59 3.75
910 47.67 8.16 126.48 157.70 38.77
911 47.73 80.73 145.19 109.60 19.39
912 47.80 53.83 227.38 187.04 50.70
913 47.79 56.26 225.84 195.26 45.80
914 47.99 20.67 160.22 186.54 40.17
915 47.88 51.34 216.03 193.64 52.21
916 47.89 86.53 111.31 111.36 17.16
917 47.90 33.08 211.27 214.76 49.05
918 47.95 25.49 169.64 207.05 47.65
919 47.98 30.37 200.60 201.65 46.31
920 47.98 88.20 94.36 80.59 15.74
921 47.97 39.74 226.07 201.72 46.82
922 48.02 46.58 220.49 202.95 47.63
923 48.07 73.81 190.05 129.05 22.88
924 48.13 84.97 110.65 84.22 14.94
925 48.07 35.51 219.71 212.39 45.99
926 48.05 65.24 199.53 165.21 30.20
927 47.86 89.68 69.25 83.04 11.36
928 48.05 44.18 217.82 212.30 54.21
929 48.09 69.21 202.04 162.17 28.74
930 48.20 82.89 110.24 94.95 15.99
931 48.25 37.52 218.75 201.79 41.12
932 48.25 61.12 215.36 190.43 36.71
933 48.27 71.50 186.29 145.57 24.10
934 48.27 77.74 142.84 124.85 19.20
935 48.66 27.87 176.60 202.65 38.67
936 48.52 48.90 222.33 204.48 41.16
937 48.77 95.92 18.59 54.38 2.76
938 48.61 11.94 154.96 187.87 38.37
939 48.71 63.25 188.10 184.43 30.11
940 48.60 57.41 211.05 203.73 38.18
941 48.83 93.19 34.17 70.30 5.89
942 48.84 18.67 171.68 200.17 33.31
943 48.74 23.15 162.72 204.29 34.35
944 48.82 6.81 137.43 168.26 26.57
945 48.87 16.33 125.75 201.80 30.62
946 48.76 42.01 223.10 205.94 37.62
947 48.80 52.97 234.24 198.85 36.60
948 48.90 67.62 167.64 168.04 25.04
949 48.85 80.90 101.49 116.07 16.02
950 48.80 90.82 54.29 93.42 11.33
951 48.95 32.09 190.39 208.33 32.23
952 48.95 55.41 213.37 194.80 32.70
953 49.05 75.95 100.59 130.92 18.32
954 48.72 94.08 30.90 71.50 6.00
955 49.07 25.63 155.15 206.02 30.63
956 49.03 34.62 201.40 209.41 30.20
957 49.02 44.53 219.15 210.35 36.04
958 49.02 59.63 195.90 199.41 30.19
959 49.15 29.83 156.15 208.87 29.90
960 49.00 39.50 219.32 209.85 34.22
961 49.26 14.19 104.51 192.81 26.74
962 49.09 51.04 202.86 206.67 36.65
963 49.01 87.70 51.59 100.22 10.58
964 49.30 9.47 120.95 164.43 26.26
965 49.14 46.86 222.30 217.27 37.67
966 49.18 65.45 147.32 176.18 22.19
967 49.16 70.35 129.27 165.58 20.49
968 49.15 73.45 104.93 152.28 18.23
969 49.22 85.15 53.54 100.98 10.46
970 49.30 20.85 118.56 206.39 27.72
971 49.33 78.30 78.96 122.10 15.60
972 49.31 83.64 63.69 103.36 15.80
973 49.39 37.12 185.73 219.10 32.67
974 49.51 61.66 110.74 198.54 27.50
975 49.66 4.34 60.51 132.83 9.14
976 49.55 48.89 162.09 215.72 29.80
977 49.63 58.19 147.57 208.98 26.42
978 49.70 54.42 136.28 204.53 27.74
979 49.63 86.69 50.79 100.21 10.85
980 49.76 42.57 163.53 220.35 29.31
981 49.98 11.92 67.73 178.25 20.89
982 49.90 23.87 107.06 211.99 25.42
983 49.96 27.14 99.60 211.34 24.49
984 49.92 33.54 134.08 219.64 25.55
985 50.07 82.44 48.76 101.20 12.22
986 49.83 92.00 30.19 85.68 8.12
987 49.92 45.32 151.42 216.49 25.26
988 49.97 63.76 102.70 192.97 22.13
989 49.95 88.99 40.70 96.84 8.99
990 50.11 16.87 74.45 188.62 20.21
991 49.98 40.03 132.06 219.47 25.58
992 50.02 69.06 92.62 170.84 17.87
993 50.07 56.63 111.43 203.52 21.20
994 50.01 80.53 50.65 126.46 10.87
995 50.11 95.07 16.01 63.68 2.76
996 50.20 31.35 95.41 212.76 24.10
997 50.05 50.85 116.68 212.96 26.15
998 50.13 66.36 96.16 181.51 19.30
999 50.09 72.15 69.27 153.41 16.01
1000 50.25 6.69 79.20 168.58 17.52
1001 50.26 19.36 72.33 205.70 21.28
1002 50.28 52.95 112.01 204.19 22.09
1003 50.22 74.94 59.66 135.28 14.16
1004 50.40 35.62 95.04 211.55 20.40
1005 50.23 59.96 91.84 202.64 21.90
1006 50.44 21.83 68.26 205.45 21.41
1007 50.35 29.16 75.45 214.23 21.67
1008 50.27 79.07 60.40 136.88 12.58
1009 50.35 47.35 104.33 220.16 22.73
1010 50.43 37.92 108.38 217.18 23.74
1011 50.52 84.38 38.94 94.44 9.64
1012 50.68 77.26 42.03 127.10 10.86
1013 50.41 85.89 30.19 85.60 8.60
1014 50.69 14.42 53.89 180.12 16.91
1015 50.72 93.29 23.50 77.88 5.23
1016 50.76 9.42 58.84 177.31 17.06
1017 50.76 25.48 69.42 215.48 20.95
1018 50.79 41.65 89.76 222.09 22.42
1019 50.78 43.79 89.43 215.23 21.73
1020 50.84 55.17 79.16 214.19 17.78
1021 50.83 62.42 65.91 192.00 18.14
1022 50.83 49.46 81.93 213.17 18.56
1023 50.91 67.55 63.61 179.89 15.18
1024 50.96 3.94 25.50 129.71 5.84
1025 50.97 57.94 69.43 203.57 19.01
1026 50.97 70.60 55.43 160.80 13.63
1027 50.89 90.92 27.62 90.31 7.56
1028 51.00 33.22 66.39 212.21 17.58
1029 51.03 64.75 64.85 181.62 17.73
1030 51.10 88.04 30.04 96.29 7.47
1031 51.23 73.32 48.27 145.37 12.14
1032 51.17 80.90 39.82 108.70 9.74
1033 51.26 45.72 66.42 216.04 18.29
1034 51.30 39.50 71.64 211.19 18.31
1035 51.21 51.24 71.95 213.03 18.65
1036 51.36 11.97 45.48 183.63 16.03
1037 51.41 27.85 52.64 213.71 17.06
1038 51.28 60.15 61.45 197.59 16.67
1039 51.37 23.41 56.89 216.68 19.11
1040 51.46 16.62 37.72 183.29 14.37
1041 51.37 19.33 47.89 207.33 16.54
1042 51.38 30.31 54.12 208.29 15.90
1043 51.46 47.82 75.11 222.73 19.37
1044 51.50 37.19 72.51 211.87 18.16
1045 51.64 83.63 35.72 102.52 8.68
1046 51.56 6.33 36.56 160.97 11.11
1047 51.67 75.68 45.14 132.76 11.57
1048 51.67 95.07 14.39 63.49 2.55
1049 51.65 1.74 8.97 67.87 1.26
1050 51.55 53.26 64.04 205.33 17.61
1051 51.78 85.78 35.34 83.76 8.20
1052 51.56 3.44 20.04 111.22 3.59
1053 51.78 34.92 55.06 210.99 15.38
1054 51.80 56.51 63.50 211.10 16.65
1055 51.97 21.37 40.02 199.18 14.28
1056 51.87 69.01 55.22 167.46 14.39
1057 51.93 78.60 40.71 113.89 10.63
1058 51.97 63.86 55.12 184.45 15.77
1059 51.89 66.34 54.12 181.60 13.47
1060 51.95 25.84 47.51 210.29 15.47
1061 51.92 41.80 57.11 210.12 16.89
1062 51.96 93.22 27.00 78.25 4.53
1063 52.02 44.14 58.87 218.83 16.35
1064 51.95 8.36 36.36 177.56 14.66
1065 52.10 13.89 38.67 185.24 12.80
1066 52.07 32.56 53.35 212.76 14.37
1067 52.06 61.74 54.21 195.29 13.83
1068 52.11 71.29 54.84 157.33 11.95
1069 52.13 90.92 31.81 92.75 5.82
1070 52.18 9.87 33.76 172.27 12.09
1071 52.26 49.25 58.99 206.56 15.09
1072 52.32 51.41 58.48 216.28 15.52
1073 52.31 59.07 53.86 178.35 14.24
1074 52.40 88.29 41.44 94.07 7.22
1075 52.14 81.63 37.30 102.60 7.05
1076 52.36 54.16 60.36 204.91 15.03
1077 52.49 18.62 39.83 192.59 12.42
1078 52.49 39.69 64.94 210.14 14.63
1079 52.49 46.84 71.72 199.64 13.98
1080 52.55 73.47 49.52 137.54 9.12
1081 52.58 23.66 50.13 209.59 13.65
1082 52.51 30.28 58.38 212.22 14.71
1083 52.78 28.14 61.18 210.46 13.33
1084 52.56 36.95 62.21 205.62 13.88
1085 52.72 81.01 50.58 101.70 8.42
1086 52.69 6.20 26.15 149.32 7.48
1087 52.80 11.24 35.04 173.30 12.09
1088 52.79 16.05 43.15 188.38 12.09
1089 52.77 76.89 53.01 115.84 8.99
1090 52.87 83.50 54.93 94.23 6.84
1091 52.85 55.79 78.16 202.91 13.49
1092 52.91 68.18 86.89 158.01 10.77
1093 52.93 65.47 83.54 177.43 11.89
1094 53.08 95.00 30.49 64.81 2.50
1095 52.85 86.36 59.45 92.00 7.07
1096 53.10 34.44 65.91 198.74 12.02
1097 52.92 42.63 70.41 206.68 13.41
1098 53.10 57.88 78.73 185.84 12.35
1099 53.10 45.20 75.31 206.15 13.17
1100 53.10 60.93 82.66 189.25 12.71
1101 53.19 63.21 91.99 173.28 12.31
1102 53.17 20.75 57.72 205.78 11.05
1103 53.21 25.79 66.21 197.31 11.24
1104 53.16 32.18 84.96 204.93 13.27
1105 53.17 52.35 77.87 200.66 12.82
1106 53.19 70.56 71.49 145.67 9.39
1107 53.31 75.06 77.85 132.29 8.65
1108 53.14 84.84 102.04 85.36 6.00
1109 53.30 92.85 39.28 75.15 4.19
1110 53.43 13.38 51.69 182.22 10.16
1111 53.32 49.97 103.57 203.27 13.18
1112 53.42 78.98 103.83 105.70 8.14
1113 53.46 90.61 58.90 83.33 5.14
1114 53.60 38.72 82.06 197.46 11.26
1115 53.39 5.78 26.42 144.40 7.08
1116 53.62 8.44 44.91 161.09 9.25
1117 53.58 47.75 137.01 201.89 11.51
1118 53.65 36.50 103.23 206.40 12.14
1119 53.75 54.05 141.02 192.85 12.44
1120 53.79 87.90 92.91 86.58 5.52
1121 53.76 18.13 75.72 183.96 8.99
1122 53.72 23.16 70.90 201.95 12.05
1123 53.76 40.96 115.58 203.98 12.34
1124 53.73 30.07 113.22 201.54 11.66
1125 53.64 85.57 102.40 86.18 6.91
1126 53.89 56.30 138.16 193.63 11.11
1127 53.92 67.38 165.36 148.15 9.66
1128 53.90 72.57 111.06 128.55 8.29
1129 53.92 59.37 132.45 180.66 11.09
1130 54.06 81.00 119.73 90.52 5.91
1131 54.02 96.90 26.97 34.66 0.79
1132 53.96 10.77 74.30 187.81 10.42
1133 54.05 15.39 96.22 178.35 9.83
1134 54.02 27.50 135.09 209.75 10.35
1135 54.04 43.45 137.04 193.36 12.33
1136 54.09 65.18 167.85 150.35 9.19
1137 54.15 61.59 172.56 168.35 9.14
1138 54.16 76.71 150.88 96.38 6.87
1139 54.14 45.74 132.57 199.15 11.53
1140 54.27 32.24 156.67 197.78 10.47
1141 54.20 50.87 193.60 187.94 10.80
1142 54.41 70.07 186.68 123.75 7.36
1143 54.27 83.21 136.66 81.67 5.11
1144 54.37 34.65 147.77 193.91 10.49
1145 54.35 20.88 109.26 198.11 9.76
1146 54.47 25.27 149.76 202.59 10.22
1147 54.28 94.91 67.31 52.69 2.72
1148 54.62 6.03 65.63 134.78 6.19
1149 54.74 91.89 107.15 62.49 3.52
1150 54.66 48.77 199.44 186.83 10.31
1151 54.73 63.34 197.06 154.14 9.11
1152 54.69 74.49 171.63 99.73 6.64
1153 54.77 57.50 202.36 163.59 10.46
1154 54.79 89.40 124.57 77.31 4.65
1155 54.71 93.90 84.25 60.69 2.51
1156 54.76 29.31 166.14 189.84 9.33
1157 54.85 36.83 177.02 185.15 9.27
1158 54.77 12.64 111.81 157.65 7.26
1159 54.75 52.53 215.38 176.99 10.53
1160 54.82 79.03 160.38 89.44 5.65
1161 54.86 39.27 183.48 171.62 10.00
1162 54.60 84.89 140.42 79.08 4.92
1163 55.01 16.68 142.07 177.75 9.06
1164 55.00 23.05 134.60 189.99 8.96
1165 54.87 41.76 171.69 180.56 10.60
1166 54.88 8.54 95.40 141.80 7.07
1167 54.97 54.81 206.62 176.11 10.11
1168 55.11 18.89 145.50 183.11 8.71
1169 55.02 10.20 102.65 142.85 6.78
1170 55.05 46.82 215.92 176.12 11.07
1171 55.04 68.07 228.02 142.55 8.47
1172 55.13 86.66 145.83 66.34 4.50
1173 55.14 60.10 199.96 151.39 9.30
1174 55.23 72.12 207.85 107.58 7.07
1175 55.30 27.23 175.96 179.30 8.63
1176 55.23 44.48 202.82 172.75 10.81
1177 55.26 65.55 207.51 146.83 8.42
1178 55.30 33.35 198.01 183.43 9.68
1179 55.50 14.43 132.39 162.35 6.76
1180 55.55 31.06 161.81 168.68 8.71
1181 55.43 50.59 218.95 175.43 9.57
1182 55.59 81.19 155.77 78.02 4.73
1183 55.49 76.79 181.43 92.16 5.82
1184 55.70 20.70 143.67 176.32 7.95
1185 55.64 84.07 160.51 74.05 4.38
1186 55.73 25.21 139.37 183.95 8.55
1187 55.74 62.66 204.16 138.38 8.40
1188 55.88 69.88 218.73 115.27 6.82
1189 55.79 4.51 73.19 117.08 3.48
1190 55.91 35.36 177.68 170.47 8.57
1191 55.97 93.32 96.10 52.88 2.61
1192 55.91 5.85 84.32 120.75 4.02
1193 55.82 53.05 211.87 172.71 8.85
1194 56.03 7.94 118.99 136.79 6.12
1195 55.92 38.00 195.02 161.87 8.69
1196 56.00 40.38 178.72 178.86 8.86
1197 55.92 42.44 205.08 169.25 9.57
1198 56.00 48.79 213.48 158.39 8.47
1199 55.93 55.69 214.90 152.52 8.04
1200 55.90 58.17 211.38 147.87 9.64
1201 55.93 74.22 189.95 93.42 6.01
1202 56.04 28.90 168.90 176.24 9.13
1203 56.05 11.97 125.62 143.45 5.97
1204 56.22 79.13 158.63 78.27 4.95
1205 56.10 89.99 125.89 58.34 3.41
1206 56.15 46.66 206.64 169.97 9.08
1207 56.04 10.18 120.18 134.48 6.42
1208 56.19 67.54 215.90 128.64 7.36
1209 56.19 17.26 118.72 158.39 6.10
1210 56.25 22.73 132.82 166.35 7.29
1211 56.28 60.53 208.73 143.60 7.45
1212 56.35 32.94 126.40 160.65 7.38
1213 56.40 44.40 188.40 157.86 8.63
1214 56.45 64.99 195.58 131.35 7.58
1215 56.49 87.15 117.53 60.85 3.67
1216 56.53 51.40 214.75 155.85 8.24
1217 56.60 71.83 174.35 94.92 5.91
1218 56.69 27.26 97.38 178.39 8.28
1219 56.70 76.76 148.12 79.42 5.17
1220 56.75 95.39 36.56 32.27 1.20
1221 56.66 14.55 117.55 152.21 6.30
1222 56.78 83.77 140.66 69.56 4.66
1223 56.84 19.87 96.23 150.30 6.61
1224 56.87 30.38 82.58 160.45 7.71
1225 56.88 25.01 89.62 165.99 6.79
1226 56.80 53.84 191.38 165.02 8.65
1227 56.88 37.06 122.68 168.51 7.75
1228 56.91 62.67 182.54 125.65 7.16
1229 56.95 56.02 194.49 144.32 8.37
1230 57.18 81.30 136.22 60.22 4.69
1231 56.96 39.80 107.78 161.20 8.35
1232 56.98 58.32 190.09 141.11 7.80
1233 56.96 42.35 135.28 161.80 7.91
1234 57.14 91.68 102.28 55.28 3.20
1235 57.18 9.51 86.85 134.07 5.34
1236 57.11 34.87 79.27 155.49 7.39
1237 57.11 50.05 141.96 156.94 7.64
1238 57.20 74.02 150.06 86.87 5.09
1239 57.23 48.09 143.98 145.78 8.00
1240 57.23 69.66 147.14 99.00 5.71
1241 57.22 12.37 102.44 155.60 6.35
1242 57.55 6.63 54.76 105.46 3.99
1243 57.18 45.57 160.62 147.41 7.55
1244 57.25 67.32 134.88 112.87 6.53
1245 57.30 16.75 75.01 147.70 5.86
1246 57.35 22.52 74.37 154.83 7.00
1247 57.41 32.39 58.11 139.94 6.40
1248 57.48 60.59 163.02 123.46 7.51
