#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
hre2 14A 5 even-skipped Kruppel hunchback
1855 83.63 53.40 80.24 22.40 129.30
1856 83.80 74.73 70.07 16.22 40.89
1857 83.84 45.06 58.72 22.66 121.32
1858 83.80 58.16 116.92 23.98 117.81
1859 83.77 48.52 70.29 22.87 117.29
1860 83.91 31.50 33.46 17.27 82.06
1861 83.86 39.82 43.46 22.13 104.10
1862 83.95 65.46 116.12 21.19 91.67
1863 84.05 42.40 53.73 22.90 116.65
1864 84.15 50.64 76.30 24.92 123.28
1865 84.25 26.26 34.95 15.90 75.69
1866 84.35 63.23 123.16 22.71 102.26
1867 84.42 19.07 25.22 11.27 54.15
1868 84.38 33.72 31.31 18.29 86.48
1869 84.44 38.10 35.68 21.04 96.36
1870 84.46 47.10 54.48 25.19 116.43
1871 84.40 55.50 90.28 22.13 117.41
1872 84.57 76.89 54.77 13.50 27.07
1873 84.55 61.19 102.62 22.40 114.26
1874 84.55 52.46 71.97 23.81 127.83
1875 84.74 72.18 97.73 17.35 57.97
1876 84.83 21.79 26.55 13.24 58.09
1877 84.82 36.03 26.51 17.73 91.31
1878 84.88 59.38 87.65 22.55 127.37
1879 84.86 40.60 30.36 20.64 88.10
1880 84.95 49.22 47.55 22.75 113.65
1881 84.98 43.53 37.17 22.23 108.77
1882 85.05 57.45 80.26 23.26 121.93
1883 85.00 28.30 25.65 16.03 76.21
1884 85.12 66.96 99.48 19.95 92.06
1885 85.12 31.53 23.28 17.14 82.16
1886 85.23 24.68 20.64 13.93 60.52
1887 85.18 45.63 38.65 22.21 107.40
1888 85.23 53.98 74.30 23.11 120.32
1889 85.41 64.61 84.96 20.60 105.38
1890 85.27 74.60 83.03 15.72 53.44
1891 85.40 51.41 52.54 22.22 108.65
1892 85.62 34.16 21.89 18.20 79.93
1893 85.76 39.29 21.90 18.98 82.24
1894 85.76 47.64 31.16 20.34 104.68
1895 85.80 56.03 53.50 22.23 114.30
1896 85.79 62.37 77.00 21.86 112.45
1897 85.82 41.94 26.64 21.27 90.80
1898 85.90 36.97 20.57 18.34 77.74
1899 86.02 29.73 18.67 16.39 66.06
1900 85.98 71.91 82.96 15.88 64.47
1901 86.18 22.75 16.53 12.84 55.25
1902 86.11 26.52 19.43 14.23 60.64
1903 86.19 49.75 32.80 21.22 105.80
1904 86.22 60.32 64.22 20.74 113.68
1905 86.22 44.02 23.21 20.77 95.19
1906 86.28 58.27 53.98 22.78 116.07
1907 86.28 54.20 50.07 21.59 124.39
1908 86.52 69.16 82.12 17.00 81.58
1909 86.44 52.04 36.07 23.04 108.31
1910 86.40 66.65 83.47 19.19 99.28
1911 86.46 46.02 24.68 20.59 95.71
1912 86.55 32.62 18.89 17.19 60.13
1913 86.72 40.53 19.29 20.29 67.92
1914 86.78 64.57 69.87 19.38 95.96
1915 86.88 35.26 16.09 17.31 64.64
1916 87.08 24.43 14.23 13.41 54.91
1917 87.07 28.01 15.03 15.08 55.47
1918 87.01 37.85 15.63 18.06 62.75
1919 87.05 48.25 22.63 20.57 90.12
1920 87.08 56.53 37.40 21.27 116.28
1921 87.10 62.30 58.69 18.73 101.52
1922 87.22 71.75 87.42 14.82 57.85
1923 87.12 43.02 19.24 19.60 63.20
1924 87.35 30.68 14.55 16.29 56.40
1925 87.25 53.71 32.25 22.32 100.90
1926 87.39 50.86 26.02 20.95 87.23
1927 87.40 59.48 46.82 20.63 116.82
1928 87.48 46.16 19.09 20.61 78.07
1929 87.64 67.31 65.62 18.26 85.40
1930 87.93 40.51 17.22 19.46 59.42
1931 87.95 33.49 13.83 16.43 46.14
1932 87.86 69.68 60.00 16.80 64.35
1933 88.14 26.11 13.27 13.96 49.84
1934 88.09 35.90 15.61 17.22 42.73
1935 88.09 64.48 55.78 18.74 97.13
1936 88.13 38.38 15.96 17.12 54.37
1937 88.23 44.61 16.48 19.20 55.22
1938 88.10 49.23 19.67 20.28 74.89
1939 88.09 55.10 26.69 20.08 93.92
1940 88.13 61.62 42.73 20.06 93.16
1941 88.21 42.58 16.92 20.26 56.55
1942 88.27 52.90 23.62 21.38 85.77
1943 88.23 57.40 31.02 19.81 104.02
1944 88.42 28.60 14.12 15.65 41.95
1945 88.49 31.23 14.29 16.57 40.41
1946 88.75 23.78 11.78 12.56 32.89
1947 88.58 47.30 16.69 21.31 57.80
1948 88.70 59.57 31.84 20.62 93.84
1949 88.88 51.14 18.28 20.54 74.24
1950 88.80 66.93 51.11 17.02 75.93
1951 89.18 69.39 49.54 14.51 62.81
1952 89.12 55.57 18.74 21.22 76.70
1953 89.14 37.44 15.20 15.41 34.57
1954 89.28 42.05 15.26 18.28 43.47
1955 89.29 34.76 13.94 16.56 33.68
1956 89.22 63.03 36.40 18.51 97.66
1957 89.32 45.84 15.17 19.04 46.20
1958 89.55 39.78 13.43 16.49 34.81
1959 89.31 49.15 17.89 18.43 50.91
1960 89.51 26.97 11.75 13.50 29.10
1961 89.60 32.19 12.51 15.54 29.10
1962 89.54 65.28 40.72 17.17 90.57
1963 89.52 53.58 18.90 20.56 71.40
1964 89.55 57.79 21.25 19.06 82.47
1965 89.59 61.05 27.76 18.24 85.24
1966 89.72 29.52 12.67 14.20 29.80
1967 89.96 43.99 14.74 20.09 40.11
1968 90.20 47.81 15.11 19.23 38.89
1969 90.11 67.75 44.78 14.10 63.07
1970 90.08 51.82 16.49 19.51 53.28
1971 90.29 37.37 13.42 17.47 30.71
1972 90.38 55.95 18.38 19.05 70.97
1973 90.42 59.47 18.76 19.51 76.45
1974 90.48 49.97 16.59 19.52 45.11
1975 90.49 63.77 30.00 16.97 80.58
1976 90.56 34.69 14.45 16.10 25.35
1977 90.61 41.40 14.17 17.57 32.93
1978 90.75 45.90 12.88 18.05 34.40
1979 90.85 53.79 15.73 19.04 49.25
1980 90.94 27.06 11.20 13.08 22.59
1981 90.95 32.03 13.00 14.14 24.51
1982 90.93 61.62 17.80 17.75 64.55
1983 90.93 66.13 33.04 13.98 69.06
1984 91.07 29.53 11.53 14.53 26.88
1985 91.33 38.59 13.81 16.49 23.61
1986 91.36 43.69 14.62 17.63 28.86
1987 91.30 57.88 14.54 18.41 58.41
1988 91.55 51.72 13.86 17.28 41.06
1989 91.52 48.95 13.02 18.90 36.90
1990 91.67 35.99 12.80 15.30 21.35
1991 91.71 59.97 14.46 17.50 58.63
1992 91.70 56.04 15.36 19.16 49.28
1993 91.85 40.68 12.98 15.79 23.92
1994 91.90 63.60 17.52 15.11 57.88
1995 92.02 33.14 12.16 14.74 18.63
1996 92.02 46.42 14.32 18.65 27.70
1997 92.10 53.96 14.61 18.80 37.12
1998 92.40 30.08 11.08 13.29 18.86
1999 92.60 42.75 12.06 17.29 23.48
2000 92.57 61.50 12.21 15.51 49.66
2001 92.64 58.56 14.22 16.40 42.66
2002 92.68 48.86 13.07 18.64 29.75
2003 92.87 37.93 11.75 15.49 18.57
2004 92.82 51.16 13.50 17.65 28.94
2005 93.03 34.88 11.94 14.16 16.82
2006 93.00 56.16 14.07 17.70 34.32
2007 93.11 44.93 12.98 17.80 23.78
2008 93.30 40.62 12.80 16.01 18.67
2009 93.39 31.69 10.08 13.72 17.03
2010 93.31 53.48 13.59 17.92 28.81
2011 93.58 47.42 14.42 17.98 22.82
2012 93.69 60.81 11.97 14.32 34.20
2013 93.87 58.15 12.21 15.96 29.57
2014 93.98 50.43 13.25 17.45 23.77
2015 94.32 43.28 12.74 16.62 16.83
2016 94.42 38.51 11.67 15.37 16.95
2017 94.27 55.32 12.30 16.00 23.71
2018 94.31 35.91 13.07 15.12 16.22
2019 94.52 52.80 13.45 16.74 23.66
2020 94.61 45.66 13.00 16.53 20.42
2021 94.88 41.16 11.40 16.17 16.52
2022 94.89 48.64 13.24 16.73 19.46
2023 95.06 57.21 10.56 14.58 22.26
2024 95.56 51.62 10.82 15.42 18.32
2025 95.62 54.89 10.64 13.89 15.51
2026 95.66 36.49 11.70 15.02 14.48
2027 96.21 39.18 10.45 13.47 11.53
2028 95.94 46.23 12.11 16.50 15.39
2029 96.12 43.68 10.95 14.51 14.88
2030 96.09 49.27 11.38 16.23 17.50
2031 96.30 41.39 10.00 15.09 14.44
2032 97.03 47.33 10.27 13.30 13.00
2033 97.13 50.55 9.74 13.27 14.33

