#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ab12 14A 1 even-skipped caudal bicoid

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - cad, channel 3 - bcd>
1820 76.34 79.95 49.49 140.55 15.63
1821 76.35 14.73 27.24 135.11 12.04
1822 76.25 21.42 29.33 131.82 12.89
1823 76.45 18.45 30.46 135.60 12.89
1824 76.33 74.52 46.33 134.31 14.53
1825 76.57 86.35 23.15 65.52 8.83
1826 76.61 61.70 49.57 179.30 19.18
1827 76.66 49.92 40.89 176.96 16.22
1828 76.68 65.89 53.21 166.52 16.95
1829 76.66 41.51 42.10 174.78 13.73
1830 76.78 23.77 33.21 156.79 14.57
1831 76.78 38.54 34.14 168.90 15.67
1832 76.85 56.27 46.70 185.06 16.61
1833 76.86 76.60 45.97 133.43 14.33
1834 76.92 46.52 36.91 172.75 15.84
1835 77.01 52.28 43.12 187.28 16.98
1836 77.11 26.53 33.30 153.84 13.88
1837 76.87 28.98 28.38 140.11 12.95
1838 76.98 31.96 34.42 159.84 13.88
1839 76.96 70.59 53.53 158.49 16.39
1840 77.12 34.78 35.06 163.13 14.46
1841 77.10 58.12 46.49 185.57 17.88
1842 77.21 83.90 32.56 90.96 11.19
1843 77.35 12.96 23.84 99.45 10.14
1844 77.23 72.82 49.49 162.09 15.60
1845 77.34 8.95 16.63 87.48 8.25
1846 77.27 44.12 43.43 185.34 15.39
1847 77.33 63.84 45.90 177.90 16.64
1848 77.34 68.24 48.16 149.67 15.84
1849 77.47 15.89 26.56 143.71 12.97
1850 77.47 78.40 45.63 137.33 15.52
1851 77.47 81.18 37.05 106.41 12.83
1852 77.54 20.82 28.09 157.50 13.41
1853 77.46 40.58 38.51 168.53 15.35
1854 77.59 60.01 42.88 181.12 16.97
1855 77.66 75.05 42.92 146.59 16.06
1856 77.65 54.22 40.38 184.71 16.94
1857 77.73 48.64 39.90 184.18 15.17
1858 77.85 18.40 32.07 133.42 11.44
1859 77.81 37.73 32.07 166.14 14.70
1860 78.16 11.10 22.35 97.62 9.88
1861 77.93 23.23 27.12 149.07 12.69
1862 77.94 29.93 32.87 165.51 13.93
1863 77.96 85.96 20.21 59.97 9.07
1864 78.05 66.12 41.60 166.28 16.20
1865 78.06 61.57 50.91 183.91 16.57
1866 78.12 42.36 33.61 177.56 15.75
1867 78.05 69.71 42.46 145.68 15.01
1868 78.14 51.33 41.01 181.87 16.89
1869 78.17 45.36 35.07 177.78 14.67
1870 78.33 32.44 28.69 148.31 12.38
1871 78.32 55.99 39.89 190.82 16.37
1872 78.42 25.26 30.35 155.57 13.28
1873 78.26 58.03 39.82 190.76 17.63
1874 78.41 35.17 31.86 167.42 13.62
1875 78.29 73.09 41.05 147.73 14.79
1876 78.44 83.00 28.87 91.53 10.30
1877 78.57 27.58 30.45 154.55 13.25
1878 78.47 63.42 42.52 174.13 16.17
1879 78.48 79.00 40.65 137.10 13.87
1880 78.74 76.74 40.58 119.98 13.00
1881 78.67 16.01 24.77 131.36 11.09
1882 78.92 40.66 32.94 172.41 14.18
1883 78.87 47.17 35.74 167.71 15.45
1884 78.89 71.08 42.90 150.75 15.17
1885 78.92 13.63 22.51 106.09 9.99
1886 78.92 53.22 36.60 180.42 16.01
1887 79.03 22.04 26.69 149.62 12.73
1888 78.95 37.98 33.18 171.06 13.78
1889 79.16 19.66 27.85 124.41 10.95
1890 78.98 59.58 38.91 181.29 15.47
1891 78.96 68.49 40.58 146.14 14.91
1892 79.05 80.81 37.64 124.67 12.42
1893 79.10 49.78 34.33 167.77 14.94
1894 79.23 85.05 16.51 56.35 8.57
1895 79.27 43.99 32.24 176.58 15.44
1896 79.16 66.22 41.26 167.94 15.19
1897 79.31 29.55 30.31 157.65 13.45
1898 79.29 74.49 42.40 138.83 13.81
1899 79.32 61.63 41.76 183.36 15.18
1900 79.58 32.33 30.32 166.66 13.10
1901 79.46 55.55 40.27 190.29 17.42
1902 79.60 10.23 14.73 63.24 7.68
1903 79.53 25.98 33.94 163.68 12.28
1904 79.61 35.16 31.20 167.00 13.65
1905 79.57 63.75 42.09 173.80 16.89
1906 79.59 17.44 30.18 132.85 10.74
1907 79.72 12.37 18.95 110.72 9.41
1908 79.85 57.79 38.25 193.51 16.78
1909 79.85 78.85 34.88 122.07 12.77
1910 79.92 23.41 29.89 153.54 12.19
1911 79.78 82.19 23.50 84.55 11.00
1912 79.83 52.01 36.83 180.02 16.00
1913 79.97 72.26 39.45 158.04 14.76
1914 80.00 47.36 30.86 170.21 14.49
1915 80.09 70.02 37.43 154.59 14.26
1916 80.06 15.13 21.40 126.73 11.09
1917 80.04 38.13 30.47 178.14 13.46
1918 80.09 41.74 30.75 163.95 13.53
1919 80.07 67.91 38.51 154.99 14.67
1920 80.24 76.74 39.98 129.40 13.35
1921 80.03 59.80 36.82 172.91 16.59
1922 80.17 49.90 33.42 186.12 14.86
1923 80.25 86.05 10.08 36.78 5.60
1924 80.29 65.49 34.52 166.71 15.86
1925 80.32 53.60 33.42 181.22 15.36
1926 80.35 44.99 33.19 183.52 14.81
1927 80.30 61.57 40.52 178.36 14.57
1928 80.42 26.66 27.33 163.63 12.36
1929 80.43 20.82 27.21 131.71 11.84
1930 80.44 29.23 29.73 161.53 13.84
1931 80.46 74.42 38.99 149.12 15.42
1932 80.61 83.57 16.80 61.95 9.63
1933 80.59 17.75 24.39 138.18 11.30
1934 80.58 55.85 35.48 184.37 15.80
1935 80.56 80.66 26.60 91.75 12.05
1936 80.73 32.77 28.46 159.58 12.74
1937 80.67 11.44 17.43 82.50 7.78
1938 80.80 35.61 27.92 168.47 14.14
1939 80.87 14.38 19.75 116.39 10.46
1940 80.93 40.20 34.53 175.74 14.23
1941 81.00 63.47 34.52 160.92 14.84
1942 80.83 58.90 33.90 175.80 15.20
1943 80.99 23.57 26.90 148.81 12.32
1944 81.15 68.39 34.54 155.31 14.63
1945 81.18 50.38 35.00 187.88 14.50
1946 81.19 70.75 33.25 151.59 14.84
1947 81.18 77.98 28.89 106.68 12.72
1948 81.20 47.79 31.83 174.01 13.23
1949 81.24 44.22 31.81 180.26 14.50
1950 81.37 37.92 29.99 173.84 14.09
1951 81.35 52.69 34.58 195.77 14.35
1952 81.20 61.27 38.45 179.72 14.03
1953 81.30 66.07 36.25 169.53 15.44
1954 81.41 30.54 28.26 158.49 12.44
1955 81.20 54.57 34.48 189.12 13.85
1956 81.39 18.89 25.34 157.52 11.61
1957 81.48 72.65 38.38 137.46 13.10
1958 81.38 74.93 35.60 137.12 13.49
1959 81.50 21.07 24.91 155.53 10.57
1960 81.50 25.75 27.97 153.23 11.27
1961 81.44 57.14 32.58 177.37 14.65
1962 81.59 81.50 17.98 71.89 8.91
1963 81.77 10.81 13.20 79.00 7.65
1964 81.76 28.04 26.06 168.36 12.44
1965 81.85 13.48 18.89 113.55 9.38
1966 81.84 42.36 28.06 167.66 14.38
1967 81.75 79.36 24.12 97.29 10.09
1968 81.78 84.06 11.06 41.24 6.70
1969 81.83 34.15 27.98 164.42 13.29
1970 81.80 16.57 20.48 120.70 10.71
1971 81.90 59.22 32.31 169.60 14.71
1972 81.89 55.21 32.87 176.69 16.00
1973 82.03 46.39 31.58 183.40 14.52
1974 82.06 64.47 36.65 169.10 14.29
1975 82.10 68.93 31.92 153.04 14.42
1976 82.17 23.05 25.06 141.37 12.15
1977 82.10 61.56 35.01 186.59 13.54
1978 82.13 75.46 30.29 125.41 12.12
1979 82.27 40.30 28.79 177.94 13.00
1980 82.23 49.88 30.21 176.57 15.14
1981 82.36 36.86 28.83 158.20 13.40
1982 82.35 66.35 36.13 177.70 14.70
1983 82.55 32.02 26.79 156.55 12.34
1984 82.36 52.31 38.43 192.02 14.85
1985 82.43 19.05 25.12 139.59 10.15
1986 82.44 57.46 33.92 192.77 14.42
1987 82.50 71.64 30.69 141.24 13.25
1988 82.54 78.33 21.89 92.67 10.44
1989 82.66 25.35 24.97 152.10 12.13
1990 82.71 28.96 26.30 158.34 12.42
1991 82.72 16.14 21.05 122.89 9.78
1992 82.65 53.92 34.53 179.79 14.08
1993 82.75 45.07 29.92 187.31 14.10
1994 82.71 63.14 36.90 170.46 14.29
1995 82.78 81.23 15.09 60.74 7.92
1996 82.86 55.83 36.04 187.96 13.63
1997 82.81 59.42 36.10 188.56 14.15
1998 82.97 73.66 29.40 122.77 12.34
1999 82.92 48.00 29.63 179.88 14.14
2000 83.17 21.49 24.03 143.10 11.53
2001 83.03 42.55 30.84 175.28 13.39
2002 83.07 76.42 26.92 117.82 11.36
2003 83.16 13.64 15.72 101.18 8.40
2004 83.06 69.66 32.06 158.25 14.37
2005 83.18 34.89 26.47 169.64 12.20
2006 83.06 38.82 29.58 168.41 12.12
2007 83.16 67.27 35.16 154.67 14.61
2008 83.29 60.88 30.43 172.06 14.06
2009 83.30 50.83 31.14 186.22 14.32
2010 83.38 64.60 28.69 156.83 13.27
2011 83.64 26.86 24.35 157.80 12.20
2012 83.59 18.69 24.30 139.10 10.67
2013 83.56 53.14 29.52 182.67 14.43
2014 83.55 78.74 19.23 80.86 9.61
2015 83.59 58.00 29.58 167.25 15.64
2016 83.80 24.09 24.71 155.61 11.72
2017 83.74 30.18 24.96 161.12 12.70
2018 83.56 44.90 31.65 188.77 12.52
2019 83.71 40.49 24.97 171.07 13.46
2020 83.79 32.70 26.26 171.07 12.97
2021 83.72 82.68 7.83 32.85 5.68
2022 83.73 55.47 29.86 175.67 14.47
2023 83.92 71.09 27.74 147.70 11.85
2024 83.88 37.03 24.86 170.22 12.54
2025 83.91 62.34 30.68 170.85 14.21
2026 84.07 16.53 19.72 121.70 8.68
2027 83.80 47.20 27.80 186.02 15.00
2028 84.11 75.18 24.76 122.79 11.00
2029 84.04 49.43 30.31 180.58 13.82
2030 84.04 80.47 11.42 46.58 7.19
2031 84.16 73.02 31.25 140.33 12.08
2032 84.19 66.00 32.07 157.08 13.60
2033 84.21 68.30 30.65 154.20 13.53
2034 84.31 42.65 25.73 164.84 12.49
2035 84.43 77.33 20.64 95.52 9.59
2036 84.39 14.11 16.77 107.75 8.92
2037 84.39 54.33 30.77 192.03 13.84
2038 84.54 22.11 22.06 137.93 11.00
2039 84.56 28.38 25.96 151.66 11.30
2040 84.41 51.63 32.69 181.33 13.63
2041 84.48 45.13 29.23 185.31 13.07
2042 84.50 57.70 26.66 181.13 14.31
2043 84.66 19.63 20.75 135.12 10.53
2044 84.71 61.23 30.35 164.80 13.26
2045 84.62 63.92 32.92 153.96 12.68
2046 84.74 33.79 24.99 162.28 12.09
2047 84.63 39.67 25.52 168.72 12.95
2048 84.68 47.76 30.39 172.86 13.32
2049 84.87 59.45 28.07 161.86 14.05
2050 84.94 25.55 24.34 144.34 11.58
2051 84.85 36.43 26.03 167.80 12.09
2052 85.04 30.72 24.06 152.50 11.14
2053 84.99 69.94 28.32 153.45 12.28
2054 85.13 78.57 13.88 67.08 7.61
2055 85.14 55.78 32.00 185.35 15.15
2056 85.13 50.15 29.97 177.10 13.24
2057 85.20 52.89 27.49 179.65 14.35
2058 85.28 74.54 20.47 106.07 10.76
2059 85.30 65.89 29.03 155.12 13.39
2060 85.38 72.06 25.90 131.86 11.37
2061 85.38 15.61 19.75 101.81 8.43
2062 85.34 42.02 26.66 179.48 12.65
2063 85.49 18.19 21.52 139.33 10.16
2064 85.50 12.88 12.22 73.09 6.79
2065 85.47 68.02 32.30 145.43 12.49
2066 85.47 44.64 27.62 187.03 13.56
2067 85.52 38.87 28.46 170.41 13.45
2068 85.48 46.92 26.95 176.74 12.78
2069 85.65 23.23 26.12 143.09 10.86
2070 85.56 63.69 28.49 152.19 12.20
2071 85.67 57.64 29.55 178.65 14.17
2072 85.77 80.26 8.30 40.86 6.14
2073 85.70 27.92 25.40 157.27 12.08
2074 85.68 32.95 26.34 175.14 11.57
2075 85.76 61.53 28.00 163.88 14.10
2076 85.92 20.59 22.49 134.50 10.74
2077 85.81 35.79 27.96 172.24 11.52
2078 86.00 48.78 29.57 182.03 12.60
2079 85.97 54.36 26.00 181.32 13.80
2080 85.92 51.55 24.97 178.82 13.24
2081 86.12 59.53 27.50 176.50 13.45
2082 86.17 76.44 16.45 82.94 8.73
2083 86.35 69.92 23.86 128.22 11.36
2084 86.25 30.97 28.01 157.45 12.35
2085 86.36 25.42 23.93 146.45 11.78
2086 86.34 40.17 24.82 177.32 13.01
2087 86.31 43.09 26.18 176.17 13.42
2088 86.32 65.48 32.83 167.67 13.43
2089 86.42 17.02 17.78 111.71 8.28
2090 86.48 72.52 21.42 118.52 10.55
2091 86.53 45.91 25.88 166.80 12.87
2092 86.62 67.65 26.87 146.86 12.81
2093 86.64 37.08 26.43 163.68 11.98
2094 86.62 34.03 25.34 165.98 11.47
2095 86.58 50.71 27.04 187.68 12.66
2096 86.64 52.88 28.68 180.47 13.85
2097 86.83 14.60 13.40 83.04 8.05
2098 86.88 78.84 8.29 42.10 6.43
2099 86.77 22.68 22.75 143.69 10.89
2100 86.75 28.23 23.27 147.29 11.33
2101 86.75 61.87 29.31 167.95 13.23
2102 86.84 55.39 27.36 184.64 13.66
2103 87.03 64.10 29.91 167.95 13.05
2104 86.91 48.46 25.71 174.90 13.17
2105 87.14 74.99 15.73 83.27 8.42
2106 87.22 20.30 20.71 126.36 9.98
2107 87.16 59.28 28.60 167.74 12.62
2108 87.21 31.52 27.10 164.99 12.36
2109 87.17 41.79 26.69 189.26 11.86
2110 87.38 17.71 16.93 118.21 8.16
2111 87.40 39.32 22.84 169.66 11.42
2112 87.32 44.17 25.36 174.85 12.22
2113 87.50 25.63 23.45 149.77 10.80
2114 87.38 50.30 27.62 160.76 13.57
2115 87.43 66.13 26.54 145.46 12.52
2116 87.47 53.18 27.21 171.98 13.44
2117 87.58 70.72 23.48 114.44 10.42
2118 87.56 73.04 20.91 105.64 9.70
2119 87.65 34.18 25.17 165.49 11.59
2120 87.61 47.55 26.58 184.15 13.37
2121 87.70 36.73 25.29 174.36 11.68
2122 87.60 57.41 27.33 180.58 13.60
2123 87.75 68.44 23.92 128.47 11.46
2124 87.72 28.64 24.69 156.14 12.28
2125 87.74 61.17 28.40 158.62 11.24
2126 87.77 55.55 25.58 174.20 14.25
2127 87.91 77.08 8.14 46.61 6.32
2128 87.85 62.97 27.90 156.02 12.38
2129 87.95 22.96 25.13 139.89 10.44
2130 88.20 45.68 27.91 190.06 12.90
2131 88.14 43.01 23.94 182.44 12.48
2132 88.06 58.68 24.55 165.24 11.86
2133 88.15 31.56 22.78 162.94 11.14
2134 88.17 49.98 27.22 192.60 13.69
2135 88.25 52.27 26.90 174.69 13.27
2136 88.15 40.74 27.18 189.23 11.86
2137 88.30 64.93 27.67 144.43 12.31
2138 88.32 19.28 18.48 116.81 8.94
2139 88.41 38.57 25.94 175.86 11.78
2140 88.52 72.44 15.78 95.01 9.59
2141 88.64 25.46 23.09 137.82 9.99
2142 88.53 60.68 25.71 161.43 12.74
2143 88.74 75.08 9.84 59.89 6.57
2144 88.62 54.96 28.54 179.92 13.33
2145 88.74 28.31 22.48 161.38 11.12
2146 88.75 35.81 25.15 159.85 11.90
2147 88.79 33.51 23.53 152.55 12.61
2148 88.82 47.63 24.63 173.24 12.32
2149 88.81 57.01 27.34 184.43 11.91
2150 88.68 68.14 24.63 135.00 11.03
2151 88.86 21.51 18.10 131.70 9.20
2152 88.80 59.01 26.13 165.93 11.73
2153 88.97 70.16 22.19 113.60 10.08
2154 88.95 62.68 24.22 155.28 12.82
2155 89.01 66.45 23.85 145.24 12.06
2156 89.04 40.86 26.32 168.85 11.63
2157 88.98 43.70 25.69 187.81 12.08
2158 89.22 17.74 13.14 94.51 7.45
2159 89.01 50.80 25.25 196.34 13.47
2160 89.19 30.63 24.07 157.87 11.82
2161 89.19 53.65 29.75 187.78 12.04
2162 89.34 38.14 23.20 166.67 11.92
2163 89.62 23.43 19.45 130.68 10.19
2164 89.60 73.42 11.50 62.79 7.77
2165 89.61 60.23 26.50 159.46 12.14
2166 89.68 26.63 22.06 148.25 10.33
2167 89.66 49.54 28.33 192.05 13.05
2168 89.58 58.23 23.62 164.10 12.10
2169 89.67 45.05 25.65 182.21 12.98
2170 89.81 64.33 25.42 157.10 11.50
2171 89.81 32.98 24.75 163.28 11.54
2172 89.72 52.02 29.02 203.49 12.59
2173 89.81 56.02 25.45 172.29 13.39
2174 89.87 35.69 24.53 169.15 10.90
2175 89.76 41.94 28.77 203.73 12.71
2176 89.79 47.28 26.97 193.36 13.24
2177 89.96 20.70 16.57 110.15 8.20
2178 89.89 68.64 23.11 107.89 8.92
2179 89.90 71.23 13.39 79.42 8.59
2180 90.02 61.94 24.49 166.06 11.44
2181 90.09 66.48 19.51 129.87 11.39
2182 90.24 28.97 22.72 152.10 11.09
2183 90.23 39.45 24.14 157.54 12.28
2184 90.25 53.74 25.94 172.17 12.88
2185 90.34 58.69 22.47 156.40 10.71
2186 90.49 43.01 24.99 169.99 12.21
2187 90.52 24.96 18.43 143.35 9.25
2188 90.57 51.48 26.98 177.31 12.52
2189 90.74 31.26 22.55 157.07 10.72
2190 90.64 45.53 27.54 175.74 11.85
2191 90.66 48.76 26.11 177.50 12.94
2192 90.82 19.31 12.70 88.31 7.14
2193 90.76 37.08 24.95 154.77 12.39
2194 90.85 60.45 22.51 149.69 12.91
2195 90.98 69.69 13.17 85.84 7.23
2196 90.77 34.19 23.09 162.60 11.40
2197 90.97 57.12 28.84 173.09 12.64
2198 90.92 72.29 9.45 51.55 6.11
2199 90.85 63.72 23.51 149.20 11.13
2200 91.07 22.13 15.19 116.03 8.64
2201 91.02 55.00 25.32 183.24 12.90
2202 91.14 27.21 23.31 157.01 9.67
2203 91.16 66.97 21.07 121.76 9.41
2204 91.13 40.80 23.45 163.14 12.18
2205 91.51 24.90 18.52 123.49 9.11
2206 91.47 51.78 24.98 184.20 11.72
2207 91.59 30.05 23.01 146.98 10.68
2208 91.66 38.69 21.59 169.27 11.70
2209 91.56 33.29 25.76 166.10 10.24
2210 91.67 42.94 24.35 185.50 11.43
2211 91.65 45.24 26.78 184.40 12.37
2212 91.70 49.76 28.81 190.54 12.01
2213 91.67 61.63 22.39 150.22 11.24
2214 91.76 58.60 23.72 162.05 11.90
2215 91.77 64.72 20.81 121.24 9.61
2216 91.87 35.97 22.46 163.97 10.92
2217 91.92 47.60 27.97 177.60 11.47
2218 91.86 53.61 25.34 180.43 13.23
2219 92.10 22.55 14.66 111.19 8.52
2220 92.21 55.67 26.55 164.05 12.01
2221 92.20 67.94 12.39 87.80 7.79
2222 92.26 28.27 18.89 146.82 9.07
2223 92.41 41.07 21.74 160.27 10.65
2224 92.69 26.03 14.92 113.48 8.16
2225 92.35 62.54 17.33 129.61 10.27
2226 92.47 32.99 21.20 147.34 10.51
2227 92.65 59.44 25.57 149.41 11.80
2228 92.79 69.99 6.92 42.27 4.97
2229 92.80 30.56 19.43 142.09 9.03
2230 92.82 37.50 21.85 158.50 11.14
2231 92.95 44.20 21.81 152.47 11.64
2232 92.79 50.16 24.70 170.37 11.67
2233 92.92 52.44 23.65 165.20 11.69
2234 92.88 64.26 14.41 105.64 9.07
2235 92.96 46.75 28.58 167.20 11.59
2236 92.95 57.16 25.08 153.80 11.77
2237 92.91 61.25 23.34 137.56 9.62
2238 93.12 66.36 10.93 67.62 7.38
2239 93.17 24.05 12.71 91.26 6.46
2240 93.25 54.48 25.33 167.03 11.97
2241 93.45 34.20 18.89 142.64 9.63
2242 93.51 39.96 23.73 150.39 10.47
2243 93.60 28.49 17.20 126.43 8.13
2244 93.71 42.20 22.02 156.01 10.80
2245 93.70 48.20 25.27 170.54 10.62
2246 93.83 62.32 16.62 111.56 8.85
2247 93.87 59.54 17.80 135.70 9.72
2248 94.02 30.86 16.32 113.90 7.98
2249 93.96 50.51 22.91 165.25 12.35
2250 93.97 57.37 20.28 149.49 11.24
2251 94.10 38.06 18.44 133.76 9.50
2252 94.17 55.19 23.75 156.45 11.20
2253 94.23 65.66 8.26 49.46 5.55
2254 94.19 52.74 20.88 150.75 10.38
2255 94.44 45.90 23.74 136.34 9.67
2256 94.49 35.02 15.56 124.01 8.37
2257 94.55 27.59 11.00 75.62 6.64
2258 94.56 63.44 9.44 73.56 8.22
2259 94.76 43.33 17.53 136.85 9.66
2260 94.93 40.65 18.74 122.39 9.76
2261 94.93 60.64 15.37 104.32 9.22
2262 95.08 31.52 12.29 82.26 6.67
2263 95.08 50.57 19.64 150.43 10.30
2264 95.03 56.21 19.00 126.93 9.20
2265 95.27 47.88 17.50 134.24 9.88
2266 95.20 53.74 18.53 127.29 9.19
2267 95.39 37.76 15.00 99.88 7.57
2268 95.45 58.33 13.60 96.95 7.97
2269 95.30 34.01 10.25 79.77 6.73
2270 95.70 43.69 17.25 108.65 8.73
2271 95.98 41.08 14.82 81.64 8.05
2272 96.02 35.93 8.25 57.89 5.89
2273 96.06 60.57 8.57 55.02 6.11
2274 96.20 45.50 12.96 93.82 8.38
2275 96.15 51.30 15.79 119.33 8.46
2276 96.09 55.64 15.60 108.87 7.98
2277 96.42 34.40 10.86 58.64 7.16
2278 96.40 38.96 9.26 52.93 6.23
2279 96.66 48.28 13.95 92.65 8.39
2280 97.00 42.31 12.83 66.46 6.76
2281 97.00 51.96 11.99 95.32 7.33
2282 97.16 54.52 9.79 83.86 6.17
2283 97.28 45.53 9.67 59.16 7.33

